sensor,date,lpl_conc,mpl_conc,lpl_ir,mpl_ir,bme_pres,bme_rh,bme_temp,ref_co2,ref_h2o,bme_h2o,N
0101121E,2023-07-12 10:00,490.33,2.662,33209.333,32039.333,966.7,50.7,28.949,432.488,2.184,2.087984,54
1011222,2023-07-12 10:00,445.933,2.738,33945.019,31847.981,966.6,50.806,29.002,432.488,2.184,2.0989583,54
0101121B,2023-07-12 11:00,511.491,3.06,32217.407,31075.667,966.115,42.064,32.16,430.778,2.172,2.0839865,54
0101121E,2023-07-12 11:00,485.569,2.671,32929.259,31708.463,966.32,42.255,31.823,430.778,2.172,2.0531624,54
1011222,2023-07-12 11:00,442.515,2.773,33615.944,31421.685,966.269,42.385,31.891,430.778,2.172,2.0681063,54
0101121B,2023-07-12 12:00,506.644,3.03,32303.167,31140.481,965.941,41.579,32.098,428.635,2.179,2.0547762,54
0101121E,2023-07-12 12:00,482.096,2.656,32997.593,31749.5,966.139,41.829,31.753,428.635,2.179,2.0267114,54
1011222,2023-07-12 12:00,438.948,2.739,33692.204,31500.333,966.039,42.106,31.806,428.635,2.179,2.0466479,54
0101121B,2023-07-12 13:00,506.658,2.944,32760.075,31635.264,965.864,48.372,29.33,429.494,2.167,2.0217595,53
0101121E,2023-07-12 13:00,483.951,2.576,33284.849,32186.283,966.034,48.296,29.189,429.494,2.167,2.0043923,53
1011222,2023-07-12 13:00,440.568,2.637,34032.302,32046.321,965.942,48.828,29.047,429.494,2.167,2.0095142,53
0101121B,2023-07-12 14:00,529.427,2.986,33252.786,32201.071,966.098,67.179,23.993,434.573,2.195,2.0729346,56
0101121E,2023-07-12 14:00,505.675,2.615,33537.214,32659.25,966.291,67.785,23.879,434.573,2.195,2.0764582,56
1011222,2023-07-12 14:00,457.993,2.651,34371.696,32672.482,966.145,67.552,23.861,434.573,2.195,2.0679213,56
0101121B,2023-07-12 15:00,533.49,2.476,32998.062,31635.896,966.129,69.436,25.195,432.909,2.283,2.2412117,48
0101121E,2023-07-12 15:00,504.724,2.844,33389.655,32041.491,966.316,67.528,25.356,432.909,2.283,2.2594226,55
1011222,2023-07-12 15:00,455.809,2.879,34227.473,32018.964,966.193,66.851,25.375,432.909,2.283,2.2394994,55
0101121B,2023-07-12 16:00,541.214,2.139,32845.38,31493.52,965.69,70.305,25.368,438.604,2.353,2.2821311,50
0101121E,2023-07-12 16:00,509.388,2.871,33270.617,31959.133,965.887,66.614,25.736,438.604,2.353,2.2816175,60
1011222,2023-07-12 16:00,461.133,2.917,34085.2,31905.133,965.757,66.231,25.758,438.604,2.353,2.2717269,60
0101121B,2023-07-12 17:00,546.763,2.765,32941,31752.188,966.027,71.914,24.328,436.582,2.305,2.2201727,48
0101121E,2023-07-12 17:00,517.681,2.795,33284.245,32244.472,966.243,70.714,24.352,436.582,2.305,2.2296538,53
1011222,2023-07-12 17:00,464.14,2.838,34187.642,32218.491,966.043,69.489,24.47,436.582,2.305,2.2075219,53
0101121B,2023-07-12 18:00,538.58,2.98,33239.393,32319.018,966.6,70.453,23.139,432.035,2.099,2.0656171,56
0101121E,2023-07-12 18:00,525.936,2.685,33334.179,32643.482,966.809,75.397,22.589,432.035,2.099,2.1363069,56
1011222,2023-07-12 18:00,460.286,2.624,34427.071,32842.929,966.612,69.905,23.042,432.035,2.099,2.0378367,56
0101121B,2023-07-12 19:00,550.266,2.923,33172.868,32510.566,966.685,72.256,22.361,438.651,2.058,2.0197445,53
0101121E,2023-07-12 19:00,549.892,2.711,33034.189,32669.377,966.936,81.183,21.712,438.651,2.058,2.1808293,53
1011222,2023-07-12 19:00,469.67,2.572,34350.528,33049.358,966.67,71.818,22.239,438.651,2.058,1.9927959,53
0101121B,2023-07-12 20:00,556.402,2.919,33097.902,32537.804,967.124,72.657,22.217,442.623,2.045,2.01249,51
0101121E,2023-07-12 20:00,579.427,2.964,32582.176,32168.745,967.378,82.176,21.565,442.623,2.045,2.1868917,51
1011222,2023-07-12 20:00,474.122,2.57,34280.412,33066.098,967.118,72.084,22.155,442.623,2.045,1.9890543,51
0101121B,2023-07-12 21:00,558.775,2.918,33073.055,32548.855,968.271,72.92,22.132,442.404,2.037,2.0068606,55
0101121E,2023-07-12 21:00,562.222,2.82,32850.018,32457.818,968.555,79.702,21.572,442.404,2.037,2.1190921,55
1011222,2023-07-12 21:00,475.622,2.572,34263.527,33071.964,968.24,72.424,22.063,442.404,2.037,1.9849262,55
0101121B,2023-07-12 22:00,551.23,2.847,33217.304,32712.518,968.602,71.784,21.959,437.983,1.968,1.9548524,56
0101121E,2023-07-12 22:00,545.304,2.697,33122.786,32721.804,968.864,75.682,21.555,437.983,1.968,2.0102281,56
1011222,2023-07-12 22:00,469.671,2.505,34392.179,33250.679,968.543,71.291,21.875,437.983,1.968,1.9316256,56
0101121B,2023-07-12 23:00,552.305,2.733,33309.544,33028.579,968.67,71.84,21.219,440.032,1.897,1.8691067,57
0101121E,2023-07-12 23:00,543.174,2.564,33216.035,33061.421,968.914,74.749,20.96,440.032,1.897,1.9136422,57
1011222,2023-07-12 23:00,471.525,2.405,34442.526,33568.105,968.551,71.499,21.132,440.032,1.897,1.8505692,57
0101121B,2023-07-13,558.539,2.67,33256.375,33196.107,968.37,71.376,20.905,447.03,1.842,1.8222483,56
0101121E,2023-07-13,537.816,2.441,33325.946,33364.25,968.611,73.571,20.729,447.03,1.842,1.8576419,56
1011222,2023-07-13,477.505,2.35,34369.982,33741.321,968.27,71.109,20.811,447.03,1.842,1.8051013,56
0101121B,2023-07-13 01:00,569.882,2.621,33142.449,33350.51,968.218,71.672,20.481,457.333,1.82,1.7828306,49
0101121E,2023-07-13 01:00,541.19,2.356,33306.898,33597.245,968.455,73.426,20.352,457.333,1.82,1.811567,49
1011222,2023-07-13 01:00,487.702,2.309,34231.714,33890.122,968.141,71.436,20.405,457.333,1.82,1.7687362,49
0101121B,2023-07-13 02:00,579.079,2.672,32981.283,33225.283,968.353,72.311,20.621,463.061,1.84,1.8140445,53
0101121E,2023-07-13 02:00,546.928,2.391,33199.057,33501.434,968.626,73.759,20.498,463.061,1.84,1.8359602,53
1011222,2023-07-13 02:00,494.683,2.356,34092.66,33761.623,968.281,72.088,20.545,463.061,1.84,1.8001244,53
0101121B,2023-07-13 03:00,578.602,2.66,33003.981,33264.852,968.328,72.355,20.513,462.074,1.833,1.8031317,54
0101121E,2023-07-13 03:00,545.522,2.376,33233.185,33545.667,968.607,73.787,20.383,462.074,1.833,1.8235903,54
1011222,2023-07-13 03:00,494.1,2.346,34114.815,33800.296,968.283,72.184,20.432,462.074,1.833,1.7899974,54
0101121B,2023-07-13 04:00,586.866,2.709,32845.717,33133.34,968.619,72.753,20.736,468.597,1.854,1.8376529,53
0101121E,2023-07-13 04:00,551.455,2.412,33110.151,33433.698,968.902,73.851,20.652,468.597,1.854,1.8552498,53
1011222,2023-07-13 04:00,500.681,2.395,33976.453,33654.491,968.566,72.636,20.653,468.597,1.854,1.8254828,53
0101121B,2023-07-13 05:00,587.47,2.767,32769.477,32957.705,969.211,72.382,21.205,467.919,1.875,1.8805435,44
0101121E,2023-07-13 05:00,548.934,2.438,33103.705,33325.205,969.498,72.751,21.148,467.919,1.875,1.8829881,44
1011222,2023-07-13 05:00,500.945,2.445,33923.568,33480.295,969.116,72.216,21.096,467.919,1.875,1.8639705,44
0101121B,2023-07-13 06:00,587.183,2.823,32728.396,32807.811,969.774,72.448,21.522,466.077,1.911,1.918185,53
0101121E,2023-07-13 06:00,548.111,2.485,33091.358,33192.887,970.055,72.915,21.41,466.077,1.911,1.916826,53
1011222,2023-07-13 06:00,499.972,2.497,33908.208,33326.302,969.721,72.455,21.388,466.077,1.911,1.9029231,53
0101121B,2023-07-13 07:00,561.294,2.846,32991.319,32656.255,970.074,69.537,22.43,446.752,1.888,1.9446086,47
0101121E,2023-07-13 07:00,522.917,2.502,33426.511,33078.383,970.364,70.42,22.186,446.752,1.888,1.9400114,47
1011222,2023-07-13 07:00,478.091,2.532,34199.106,33137.213,969.966,70.059,22.24,446.752,1.888,1.9370277,47
0101121B,2023-07-13 08:00,529.413,2.769,32877.5,32323.065,970.137,53.01,26.378,424.889,1.707,1.86135,46
0101121E,2023-07-13 08:00,484.415,2.348,33647.739,33006.152,970.439,53.553,26.089,424.889,1.707,1.8503583,46
1011222,2023-07-13 08:00,447.246,2.458,34297.5,32793.5,970.046,52.513,26.052,424.889,1.707,1.8098885,46
0101121B,2023-07-13 09:00,522.544,2.662,32527.018,32163.273,970.071,42.371,29.248,427.187,1.654,1.7741,55
0101121E,2023-07-13 09:00,479.218,2.229,33403.527,32944.091,970.418,42.649,28.924,427.187,1.654,1.7519162,55
1011222,2023-07-13 09:00,445.104,2.368,33968.091,32602.055,970.06,41.91,28.952,427.187,1.654,1.7249528,55
0101121B,2023-07-13 10:00,514.712,2.618,32743.179,32325.518,970.268,43.267,28.683,423.654,1.718,1.7531366,56
0101121E,2023-07-13 10:00,474.818,2.215,33571.214,33063.625,970.58,44.18,28.17,423.654,1.718,1.7372826,56
1011222,2023-07-13 10:00,440.371,2.338,34130.25,32740.179,970.229,43.474,28.374,423.654,1.718,1.7303315,56
0101121B,2023-07-13 11:00,515.125,2.658,32324.17,31920.868,970.043,37.459,31.183,422.406,1.7,1.7487121,53
0101121E,2023-07-13 11:00,469.957,2.198,33351.189,32817.849,970.349,38.292,30.596,422.406,1.7,1.7293581,53
1011222,2023-07-13 11:00,438.909,2.378,33826.264,32325.887,970.026,37.604,30.837,422.406,1.7,1.721455,53
0101121B,2023-07-13 12:00,511.422,2.556,31982.782,31800.491,969.722,30.89,33.558,420.06,1.657,1.6440199,55
0101121E,2023-07-13 12:00,469.256,2.165,33022.273,32581.836,970.015,31.279,33.198,420.06,1.657,1.6291209,55
1011222,2023-07-13 12:00,436.445,2.302,33548.982,32183.091,969.729,31.293,33.14,420.06,1.657,1.6264134,55
0101121B,2023-07-13 13:00,500.829,2.338,32460.065,32489.677,969.69,31.955,31.701,420.409,1.603,1.5372513,31
0101121E,2023-07-13 13:00,467.994,2.067,33255.774,32999.548,969.929,31.85,31.593,420.409,1.603,1.5221724,31
1011222,2023-07-13 13:00,432.99,2.086,33858.065,32892.161,969.658,32.334,31.378,420.409,1.603,1.5272274,31
0101121B,2023-07-13 14:00,500.223,2.308,32081.182,32236.932,969.616,26.865,33.996,417.44,1.535,1.4708689,44
0101121E,2023-07-13 14:00,464.918,2.012,33038.818,32876.045,969.836,27.176,33.627,417.44,1.535,1.4581923,44
1011222,2023-07-13 14:00,431.005,2.069,33627.886,32672.409,969.632,27.803,33.278,417.44,1.535,1.4634588,44
0101121B,2023-07-13 15:00,498.263,2.108,32159.746,32684.525,969.566,24.378,33.714,414.533,1.354,1.3152829,59
0101121E,2023-07-13 15:00,461.297,1.822,33146.932,33357.644,969.749,24.801,33.293,414.533,1.354,1.306913,59
1011222,2023-07-13 15:00,427.586,1.871,33734.051,33157.407,969.612,25.384,32.982,414.533,1.354,1.3145092,59
0101121B,2023-07-13 16:00,490.718,1.853,32519.544,33466.228,969.551,23.364,32.303,415.069,1.194,1.1653604,57
0101121E,2023-07-13 16:00,457.537,1.59,33370.754,34097.105,969.751,23.479,32.101,415.069,1.194,1.1577538,57
1011222,2023-07-13 16:00,425.447,1.629,33926.649,33914.281,969.586,23.875,31.894,415.069,1.194,1.1638385,57
0101121B,2023-07-13 17:00,488.612,1.661,33035.627,34375.373,969.631,24.546,29.438,415.979,1.058,1.0403437,51
0101121E,2023-07-13 17:00,457.324,1.421,33709.02,34918.588,969.79,24.334,29.498,415.979,1.058,1.0347359,51
1011222,2023-07-13 17:00,424.447,1.439,34299.039,34831.039,969.651,24.68,29.315,415.979,1.058,1.038619,51
0101121B,2023-07-13 18:00,493.026,1.62,33307.296,34796.444,969.756,27.222,27.355,420.376,1.038,1.0208965,54
0101121E,2023-07-13 18:00,462.224,1.385,33883.833,35312.296,969.92,27.045,27.38,420.376,1.038,1.0155802,54
1011222,2023-07-13 18:00,428.006,1.393,34502.037,35283.019,969.789,27.347,27.279,420.376,1.038,1.0209648,54
0101121B,2023-07-13 19:00,523.669,1.823,33231.962,34648.5,970.187,36.948,24.743,448.694,1.306,1.1817522,52
0101121E,2023-07-13 19:00,491.3,1.572,33680.442,35108.942,970.315,36.963,24.82,448.694,1.306,1.1874554,52
1011222,2023-07-13 19:00,454.929,1.583,34332.673,35143.115,970.21,37.263,24.681,448.694,1.306,1.1872228,52
0101121B,2023-07-13 20:00,575.976,2.007,32775.891,34520.127,970.796,47.547,22.365,491.726,1.431,1.3224165,55
0101121E,2023-07-13 20:00,540.656,1.734,33109.818,34953.709,970.92,47.402,22.435,491.726,1.431,1.3238781,55
1011222,2023-07-13 20:00,500.287,1.736,33797.8,35076.727,970.798,47.593,22.332,491.726,1.431,1.3210605,55
0101121B,2023-07-13 21:00,592.184,2.053,32775.375,34633.036,970.821,54.067,20.671,505.969,1.481,1.3566095,56
0101121E,2023-07-13 21:00,556.943,1.768,33014.821,35062.071,970.957,53.922,20.74,505.969,1.481,1.3585665,56
1011222,2023-07-13 21:00,514.164,1.778,33745.893,35216.339,970.871,54.173,20.62,505.969,1.481,1.354964,56
0101121B,2023-07-13 22:00,591.362,2.043,32946.189,34808.906,970.998,57.446,19.532,501.594,1.422,1.3434713,53
0101121E,2023-07-13 22:00,556.57,1.751,33126.906,35244.17,971.14,57.063,19.598,501.594,1.422,1.3397616,53
1011222,2023-07-13 22:00,512.789,1.767,33888.717,35416.358,970.991,57.501,19.495,501.594,1.422,1.3417049,53
0101121B,2023-07-13 23:00,601.538,2.06,32896.288,34864.192,970.996,60.376,18.791,508.487,1.447,1.3481105,52
0101121E,2023-07-13 23:00,566.831,1.764,33033.519,35295.231,971.142,60.279,18.846,508.487,1.447,1.3503831,52
1011222,2023-07-13 23:00,522.096,1.783,33807.635,35482.808,970.998,60.427,18.746,508.487,1.447,1.3454887,52
0101121B,2023-07-14,643.475,2.101,32386.885,34862.058,970.627,64.358,17.999,542.358,1.49,1.3681787,52
0101121E,2023-07-14,606.125,1.799,32488.173,35281.558,970.769,64.422,18.083,542.358,1.49,1.3765785,52
1011222,2023-07-14,559.098,1.822,33267.827,35494.615,970.602,64.277,17.951,542.358,1.49,1.3623391,52
0101121B,2023-07-14 01:00,656.546,2.085,32287.875,34990.036,970.112,66.325,17.316,553.079,1.481,1.3513707,56
0101121E,2023-07-14 01:00,619.038,1.785,32348.929,35400.839,970.27,66.515,17.399,553.079,1.481,1.3620836,56
1011222,2023-07-14 01:00,570.705,1.807,33145.732,35637.625,970.088,66.094,17.274,553.079,1.481,1.3430982,56
0101121B,2023-07-14 02:00,657.804,2.059,32332.947,35119.789,969.788,67.35,16.818,553.815,1.456,1.3300948,57
0101121E,2023-07-14 02:00,620.574,1.763,32365.526,35520.526,969.928,67.6,16.898,553.815,1.456,1.3416541,57
1011222,2023-07-14 02:00,571.774,1.788,33176.088,35769.912,969.77,67.074,16.77,553.815,1.456,1.3206361,57
0101121B,2023-07-14 03:00,659.209,2.022,32368.111,35270.926,969.524,67.687,16.376,554.619,1.431,1.3001246,54
0101121E,2023-07-14 03:00,622.285,1.731,32374.463,35664.093,969.72,68.083,16.456,554.619,1.431,1.3140666,54
1011222,2023-07-14 03:00,572.83,1.757,33201.759,35923.944,969.531,67.526,16.313,554.619,1.431,1.2917548,54
0101121B,2023-07-14 04:00,667.902,2.092,32216.154,35059.327,969.221,69.141,16.6,559.586,1.441,1.3480578,52
0101121E,2023-07-14 04:00,629.594,1.781,32251.942,35496.308,969.419,69.071,16.635,559.586,1.441,1.3492494,52
1011222,2023-07-14 04:00,579.425,1.809,33075.308,35742.481,969.206,68.778,16.526,559.586,1.441,1.3347423,52
0101121B,2023-07-14 05:00,624.627,2.243,32446.731,34307.462,968.952,63.219,19.605,521.266,1.45,1.4863165,52
0101121E,2023-07-14 05:00,586.483,1.918,32660.942,34781.942,969.196,63.262,19.581,521.266,1.45,1.4847194,52
1011222,2023-07-14 05:00,539.202,1.966,33445.462,34873.577,968.962,64.02,19.486,521.266,1.45,1.4942989,52
0101121B,2023-07-14 06:00,554.711,2.154,33057.741,34118.519,968.73,50.088,22.66,456.308,1.394,1.4188717,54
0101121E,2023-07-14 06:00,514.324,1.844,33518.407,34620.63,968.981,49.761,22.677,456.308,1.394,1.4106209,54
1011222,2023-07-14 06:00,470.972,1.897,34283.944,34598.759,968.743,49.987,22.599,456.308,1.394,1.4104314,54
0101121B,2023-07-14 07:00,538.759,2.2,32654.922,33439.51,968.1,38.845,26.884,441.773,1.399,1.4146526,51
0101121E,2023-07-14 07:00,495.986,1.904,33355.078,33950.647,968.378,38.41,26.929,441.773,1.399,1.4021475,51
1011222,2023-07-14 07:00,454.902,1.964,34064.255,33818.471,968.149,38.557,26.808,441.773,1.399,1.3981108,51
0101121B,2023-07-14 08:00,526.552,2.259,32170.889,32733.167,967.683,30.711,31.032,433.381,1.441,1.4274132,54
0101121E,2023-07-14 08:00,485.359,1.959,33034.796,33306.87,967.961,30.388,31.033,433.381,1.441,1.4121791,54
1011222,2023-07-14 08:00,446.8,2.034,33671.741,33061.185,967.767,30.607,30.929,433.381,1.441,1.4141914,54
0101121B,2023-07-14 09:00,532.126,2.472,31529.62,31841.52,967.25,27.438,34.38,439.823,1.592,1.5414692,50
0101121E,2023-07-14 09:00,490.828,2.148,32509.94,32469.62,967.484,27.132,34.364,439.823,1.592,1.522541,50
1011222,2023-07-14 09:00,453.73,2.245,33084.12,32141.28,967.306,27.349,34.274,439.823,1.592,1.5273405,50
0101121B,2023-07-14 10:00,530.531,2.575,31208.362,31367.19,966.702,25.217,36.422,438.665,1.662,1.5846225,58
0101121E,2023-07-14 10:00,489.403,2.234,32245.862,32024.224,966.919,24.865,36.488,438.665,1.662,1.5678208,58
1011222,2023-07-14 10:00,453.336,2.349,32798.466,31655.707,966.828,25.175,36.315,438.665,1.662,1.5723618,58
0101121B,2023-07-14 11:00,519.678,2.471,30988.204,31246.815,966.15,20.949,38.657,430.261,1.568,1.4884983,54
0101121E,2023-07-14 11:00,480.724,2.126,32085.87,31976.111,966.315,20.658,38.661,430.261,1.568,1.4678489,54
1011222,2023-07-14 11:00,446.263,2.258,32606.111,31547.444,966.298,21.026,38.466,430.261,1.568,1.4785935,54
0101121B,2023-07-14 12:00,514.661,2.39,30819.463,31192.056,965.657,18.45,40.069,426.251,1.507,1.4151371,54
0101121E,2023-07-14 12:00,475.785,2.048,32005.444,31991.019,965.822,18.448,39.788,426.251,1.507,1.3938065,54
1011222,2023-07-14 12:00,442.489,2.191,32496.333,31517.667,965.85,18.825,39.634,426.251,1.507,1.4106978,54
0101121B,2023-07-14 13:00,511.133,2.318,30703.333,31182.667,965.055,16.78,41.039,424.938,1.461,1.3563083,51
0101121E,2023-07-14 13:00,472.529,1.97,31928.49,32034.686,965.192,16.919,40.688,424.938,1.461,1.342128,51
1011222,2023-07-14 13:00,440.698,2.125,32407.941,31539.667,965.218,17.316,40.423,424.938,1.461,1.3543008,51
0101121B,2023-07-14 14:00,508.019,2.345,30701.481,31091.074,964.289,16.74,41.315,423.263,1.493,1.3741571,54
0101121E,2023-07-14 14:00,468.493,1.978,31987.87,32010.278,964.419,17.18,40.728,423.263,1.493,1.3670598,54
1011222,2023-07-14 14:00,436.915,2.128,32464.185,31525.056,964.485,17.614,40.478,423.263,1.493,1.3827115,54
0101121B,2023-07-14 15:00,501.536,2.289,31032.766,31395.553,963.83,18.035,39.961,422.047,1.488,1.37765,47
0101121E,2023-07-14 15:00,464.283,1.942,32227.149,32246.553,963.923,18.401,39.541,422.047,1.488,1.3741912,47
1011222,2023-07-14 15:00,432.434,2.059,32735.149,31844.362,964.017,18.922,39.197,422.047,1.488,1.3873086,47
0101121B,2023-07-14 16:00,492.63,2.246,31530.52,31785.02,963.522,21.003,37.877,422.826,1.53,1.4326494,50
0101121E,2023-07-14 16:00,460.794,1.918,32542.42,32539.2,963.602,21.049,37.741,422.826,1.53,1.4257455,50
1011222,2023-07-14 16:00,429.606,2.019,33033.78,32163.3,963.718,21.427,37.538,422.826,1.53,1.4353485,50
0101121B,2023-07-14 17:00,494.027,2.243,32037.309,32234.018,963.258,25.671,34.814,426.065,1.575,1.4801223,55
0101121E,2023-07-14 17:00,462.889,1.934,32922.364,32893.655,963.282,25.561,34.747,426.065,1.575,1.4678871,55
1011222,2023-07-14 17:00,430.102,2,33440.236,32604.982,963.438,25.813,34.704,426.065,1.575,1.4790182,55
0101121B,2023-07-14 18:00,503.612,2.352,32348.719,32397.649,963.2,32.015,32.108,432.992,1.695,1.5886091,57
0101121E,2023-07-14 18:00,470.947,2.041,33144.088,32993.351,963.286,31.846,32.075,432.992,1.695,1.5775179,57
1011222,2023-07-14 18:00,436.27,2.088,33712.684,32793.088,963.4,32.139,32.009,432.992,1.695,1.5856346,57
0101121B,2023-07-14 19:00,521.246,2.352,32506.074,32757.278,963.441,37.591,29.505,447.069,1.726,1.6074735,54
0101121E,2023-07-14 19:00,486.989,2.046,33191.889,33291.278,963.511,37.319,29.571,447.069,1.726,1.6017717,54
1011222,2023-07-14 19:00,450.6,2.078,33801,33175.296,963.619,37.71,29.459,447.069,1.726,1.6078509,54
0101121B,2023-07-14 20:00,546.03,2.448,32482.377,32853.774,964.142,44.909,27.282,466.63,1.83,1.6867368,53
0101121E,2023-07-14 20:00,509.7,2.134,33082.189,33349,964.204,44.647,27.332,466.63,1.83,1.6816143,53
1011222,2023-07-14 20:00,471.068,2.16,33724.566,33294.698,964.277,45.104,27.232,466.63,1.83,1.6889261,53
0101121B,2023-07-14 21:00,564.429,2.516,32424.562,32897.375,964.435,50.364,25.867,482.846,1.883,1.7411041,48
0101121E,2023-07-14 21:00,526.867,2.194,32961.75,33374.604,964.531,50.025,25.925,482.846,1.883,1.7352192,48
1011222,2023-07-14 21:00,486.471,2.214,33630.104,33369.083,964.638,50.469,25.82,482.846,1.883,1.739499,48
0101121B,2023-07-14 22:00,569.95,2.586,32494.259,32880.852,964.526,55.04,24.861,483.556,1.929,1.7924335,54
0101121E,2023-07-14 22:00,532.107,2.252,32985.685,33350.944,964.685,54.659,24.927,483.556,1.929,1.7867188,54
1011222,2023-07-14 22:00,490.346,2.276,33681.778,33362.204,964.7,55.182,24.811,483.556,1.929,1.7914431,54
0101121B,2023-07-14 23:00,579.711,2.567,32470.667,33022.13,964.628,57.147,24.056,490.374,1.913,1.7731741,54
0101121E,2023-07-14 23:00,541.617,2.232,32919.963,33487.241,964.746,56.878,24.129,490.374,1.913,1.7722249,54
1011222,2023-07-14 23:00,500.104,2.251,33610.87,33532.37,964.761,57.188,23.997,490.374,1.913,1.7678766,54
0101121B,2023-07-15,620.744,2.563,32073.945,33208.036,964.605,61.576,22.654,520.969,1.93,1.7554672,55
0101121E,2023-07-15,579.235,2.224,32472.509,33662.945,964.74,61.524,22.713,520.969,1.93,1.7601433,55
1011222,2023-07-15,536.053,2.245,33163.6,33742.2,964.722,61.724,22.589,520.969,1.93,1.7526068,55
0101121B,2023-07-15 01:00,638.063,2.559,31929.278,33304.185,964.511,64.058,21.944,531.714,1.877,1.7496162,54
0101121E,2023-07-15 01:00,595.302,2.216,32298.796,33758,964.628,63.945,21.991,531.714,1.877,1.7513474,54
1011222,2023-07-15 01:00,551.069,2.244,32996.056,33842.056,964.615,64.28,21.873,531.714,1.877,1.7479242,54
0101121B,2023-07-15 02:00,640.906,2.537,31932.302,33387.302,964.223,64.615,21.641,535.273,1.831,1.733104,53
0101121E,2023-07-15 02:00,597.764,2.192,32287.868,33845.302,964.417,64.26,21.72,535.273,1.831,1.7315941,53
1011222,2023-07-15 02:00,553.332,2.221,32991.415,33938.226,964.334,64.606,21.581,535.273,1.831,1.7263512,53
0101121B,2023-07-15 03:00,651.657,2.501,31845.696,33524.554,964.116,65.295,21.171,545.349,1.812,1.7017808,56
0101121E,2023-07-15 03:00,608.191,2.163,32176,33969.732,964.312,65.147,21.239,545.349,1.812,1.7046518,56
1011222,2023-07-15 03:00,562.784,2.192,32890.518,34075.911,964.239,65.424,21.097,545.349,1.812,1.6971491,56
0101121B,2023-07-15 04:00,667.683,2.577,31584.077,33323.115,963.938,66.291,21.449,559.664,1.848,1.7582291,52
0101121E,2023-07-15 04:00,623.492,2.23,31925.731,33779.788,964.154,66.216,21.461,559.664,1.848,1.7570412,52
1011222,2023-07-15 04:00,576.883,2.258,32636.942,33878.288,964.077,66.404,21.359,559.664,1.848,1.7513029,52
0101121B,2023-07-15 05:00,620.418,2.684,31762.93,32681.053,963.561,57.014,24.828,518.788,1.862,1.8505841,57
0101121E,2023-07-15 05:00,574.728,2.319,32331,33211.982,963.779,57.039,24.766,518.788,1.862,1.8438221,57
1011222,2023-07-15 05:00,530.986,2.367,33011.105,33173.263,963.684,57.41,24.667,518.788,1.862,1.8452938,57
0101121B,2023-07-15 06:00,543.851,2.484,32244.036,32553.4,962.824,40.401,29.006,448.5,1.67,1.6668799,55
0101121E,2023-07-15 06:00,498.733,2.143,33084.345,33150.782,963.069,40.264,28.886,448.5,1.67,1.6500887,55
1011222,2023-07-15 06:00,460.022,2.215,33703.073,32934.891,962.962,40.277,28.965,448.5,1.67,1.6574015,55
0101121B,2023-07-15 07:00,517.3,2.428,31845.019,32000.759,962.915,28.475,33.839,425.908,1.591,1.5550893,54
0101121E,2023-07-15 07:00,474.357,2.104,32886.648,32661.593,963.135,28.541,33.581,425.908,1.591,1.5359699,54
1011222,2023-07-15 07:00,438.385,2.2,33428.944,32304.556,963.044,28.504,33.75,425.908,1.591,1.5488362,54
0101121B,2023-07-15 08:00,512.802,2.472,31347.1,31450.24,962.65,23.386,37.168,424.06,1.622,1.5375807,50
0101121E,2023-07-15 08:00,471.904,2.134,32486.88,32187.16,962.872,23.478,36.827,424.06,1.622,1.5150949,50
1011222,2023-07-15 08:00,437.564,2.256,32971.84,31745.56,962.826,23.513,37.014,424.06,1.622,1.5326404,50
0101121B,2023-07-15 09:00,510.896,2.447,30819.268,31038.786,962.211,18.679,40.391,420.734,1.56,1.4597453,56
0101121E,2023-07-15 09:00,469.584,2.096,32065.75,31852.804,962.414,18.747,40.064,420.734,1.56,1.4393031,56
1011222,2023-07-15 09:00,437.062,2.252,32499.232,31316.643,962.384,18.82,40.227,420.734,1.56,1.4575916,56
0101121B,2023-07-15 10:00,512.033,2.495,30307.444,30544.963,961.822,15.761,43.242,418.731,1.569,1.4334851,54
0101121E,2023-07-15 10:00,469.57,2.123,31653.889,31429.63,961.972,15.801,42.884,418.731,1.569,1.4101088,54
1011222,2023-07-15 10:00,438.394,2.316,32040.778,30816.833,962.007,15.883,43.064,418.731,1.569,1.4309066,54
0101121B,2023-07-15 11:00,514.683,2.485,29810.983,30177.603,961.269,12.994,45.875,417.567,1.526,1.3552295,58
0101121E,2023-07-15 11:00,471.574,2.099,31193.052,31094.914,961.371,12.871,45.757,417.567,1.526,1.3342963,58
1011222,2023-07-15 11:00,441.393,2.332,31570.448,30428.638,961.493,13.076,45.752,417.567,1.526,1.3551166,58
0101121B,2023-07-15 12:00,513.036,2.403,29594.491,30122,960.509,11.319,47.253,416.635,1.496,1.268873,55
0101121E,2023-07-15 12:00,469.865,2.017,31057.527,31117.436,960.576,11.403,46.829,416.635,1.496,1.2511356,55
1011222,2023-07-15 12:00,440.765,2.256,31403.8,30414.255,960.689,11.606,46.871,416.635,1.496,1.2759055,55
0101121B,2023-07-15 13:00,498.721,2.254,30492.075,30963.34,960.375,14.94,43.296,420.121,1.503,1.3356209,53
0101121E,2023-07-15 13:00,461.955,1.9,31732.208,31842.075,960.408,14.882,43.162,420.121,1.503,1.3221583,53
