sensor,date,lpl_conc,mpl_conc,lpl_ir,mpl_ir,bme_pres,bme_rh,bme_temp,ref_co2,ref_h2o,bme_h2o,N
0101121E,2023-07-07 04:00,607.509,1.725,32543.418,35600.364,970.564,66.644,17.154,545.443,1.399,1.3437615,55
1011222,2023-07-07 04:00,554.033,1.782,33438.582,35741.982,970.447,66.82,17.033,545.443,1.399,1.337349,55
0101121B,2023-07-07 05:00,589.562,2.142,32807.354,34404.438,970.692,56.836,20.714,501.708,1.409,1.4280659,48
0101121E,2023-07-07 05:00,557.927,1.802,33008.083,34974.396,970.933,56.994,20.631,501.708,1.409,1.4242444,48
1011222,2023-07-07 05:00,506.933,1.866,33880.271,34985.854,970.804,57.435,20.524,501.708,1.409,1.4259957,48
0101121B,2023-07-07 06:00,538.907,2.035,33100.636,34221.8,970.702,43.327,24.011,453.522,1.333,1.3308296,55
0101121E,2023-07-07 06:00,505.193,1.714,33536.073,34817.436,970.98,43.156,23.959,453.522,1.333,1.3209473,55
1011222,2023-07-07 06:00,457.549,1.785,34374.109,34701.164,970.835,43.283,23.908,453.522,1.333,1.3209249,55
0101121B,2023-07-07 07:00,535.256,2.165,32526.923,33359.058,970.792,35.721,28.025,447.25,1.392,1.3870267,52
0101121E,2023-07-07 07:00,498.802,1.851,33186.115,33956.115,971.06,35.486,27.966,447.25,1.392,1.3732578,52
1011222,2023-07-07 07:00,452.273,1.934,33968.077,33726.577,970.954,35.579,27.937,447.25,1.392,1.3744152,52
0101121B,2023-07-07 08:00,525.784,2.191,31942.75,32674.196,970.641,27.285,32.476,440.19,1.402,1.3705387,56
0101121E,2023-07-07 08:00,490.716,1.875,32787.25,33353.286,970.877,27.258,32.253,440.19,1.402,1.3516877,56
1011222,2023-07-07 08:00,446.443,1.971,33489.786,33014.839,970.8,27.338,32.294,440.19,1.402,1.3587513,56
0101121B,2023-07-07 09:00,520.844,2.26,31329.327,31948.564,970.42,21.681,36.562,435.898,1.414,1.367509,55
0101121E,2023-07-07 09:00,485.815,1.922,32306.236,32697.855,970.633,21.507,36.478,435.898,1.414,1.3497888,55
1011222,2023-07-07 09:00,444.585,2.048,32945.636,32266.509,970.575,21.699,36.356,435.898,1.414,1.3531404,55
0101121B,2023-07-07 10:00,519.15,2.295,30958.839,31541.696,970.139,18.986,38.873,434.445,1.427,1.3576189,56
0101121E,2023-07-07 10:00,484.116,1.944,32006.107,32336.125,970.307,18.776,38.833,434.445,1.427,1.3399785,56
1011222,2023-07-07 10:00,444.566,2.09,32592.071,31840.393,970.316,18.971,38.755,434.445,1.427,1.3476343,56
0101121B,2023-07-07 11:00,510.249,2.188,30672.962,31386.17,969.74,15.238,41.29,426.071,1.323,1.2408794,53
0101121E,2023-07-07 11:00,476.23,1.836,31771.075,32225.547,969.889,14.989,41.359,426.071,1.323,1.2250235,53
1011222,2023-07-07 11:00,438.564,2.001,32343.887,31688.925,969.955,15.313,41.08,426.071,1.323,1.2331513,53
0101121B,2023-07-07 12:00,505.634,2.009,30458.604,31489.245,969.33,12.244,42.909,422.744,1.19,1.0839927,53
0101121E,2023-07-07 12:00,472.5,1.666,31628.208,32416.943,969.432,12.174,42.744,422.744,1.19,1.0692999,53
1011222,2023-07-07 12:00,436.345,1.837,32159.849,31821.642,969.54,12.456,42.52,422.744,1.19,1.0809475,53
0101121B,2023-07-07 13:00,501.031,1.899,30375.537,31573.704,968.817,10.809,43.767,421.996,1.137,1.0044061,54
0101121E,2023-07-07 13:00,469.23,1.562,31578.148,32550.463,968.919,10.907,43.434,421.996,1.137,0.9960141,54
1011222,2023-07-07 13:00,434.594,1.738,32096.37,31936.963,969.017,11.232,43.121,421.996,1.137,1.0089528,54
0101121B,2023-07-07 14:00,496.595,1.888,30596.14,31735.667,968.407,11.583,42.879,421.418,1.158,1.0271382,57
0101121E,2023-07-07 14:00,464.895,1.546,31797.877,32736.123,968.47,11.848,42.418,421.418,1.158,1.0255128,57
1011222,2023-07-07 14:00,430.351,1.703,32333.772,32176.298,968.635,12.203,42.056,421.418,1.158,1.0359255,57
0101121B,2023-07-07 15:00,488.913,1.838,31156.463,32243.019,967.993,13.639,40.35,420.51,1.159,1.0584461,54
0101121E,2023-07-07 15:00,460.261,1.521,32235.667,33156.111,968.044,13.906,39.951,420.51,1.159,1.0566857,54
1011222,2023-07-07 15:00,424.294,1.636,32828.796,32712.019,968.224,14.364,39.533,420.51,1.159,1.0673242,54
0101121B,2023-07-07 16:00,480.726,1.785,31800.7,32825.7,967.604,16.589,37.392,419.898,1.172,1.0969712,50
0101121E,2023-07-07 16:00,456.104,1.486,32685.96,33626.16,967.69,16.583,37.296,419.898,1.172,1.0911838,50
1011222,2023-07-07 16:00,419.89,1.585,33289.66,33223.42,967.87,16.932,37.002,419.898,1.172,1.0964217,50
0101121B,2023-07-07 17:00,479.51,1.819,32135.612,33034.755,967.618,19.134,35.579,419.308,1.214,1.1470182,49
0101121E,2023-07-07 17:00,455.569,1.524,32934.224,33775.612,967.678,19,35.585,419.308,1.214,1.13933,49
1011222,2023-07-07 17:00,418.22,1.608,33562.163,33424.265,967.863,19.325,35.366,419.308,1.214,1.1446451,49
0101121B,2023-07-07 18:00,479.216,1.796,32515.02,33425.673,967.69,21.755,33.41,420.379,1.224,1.1570457,49
0101121E,2023-07-07 18:00,456.392,1.509,33212.408,34118.184,967.737,21.585,33.443,420.379,1.224,1.1501606,49
1011222,2023-07-07 18:00,417.888,1.573,33873.429,33840.429,967.918,21.909,33.262,420.379,1.224,1.1554331,49
0101121B,2023-07-07 19:00,491.751,1.835,32707.547,33683.472,968.004,25.961,31.094,434.186,1.297,1.2087861,53
0101121E,2023-07-07 19:00,469.283,1.552,33289.472,34318.283,968.072,25.766,31.167,434.186,1.297,1.2046254,53
1011222,2023-07-07 19:00,429.281,1.601,33973.698,34107.868,968.247,26.077,31.046,434.186,1.297,1.2105408,53
0101121B,2023-07-07 20:00,518.652,1.944,32628.538,33733.481,968.023,31.421,29.003,457.225,1.389,1.2998738,52
0101121E,2023-07-07 20:00,494.427,1.656,33131.058,34324.558,968.098,31.254,29.045,457.225,1.389,1.2959215,52
1011222,2023-07-07 20:00,452.263,1.697,33840.154,34181.058,968.262,31.586,28.936,457.225,1.389,1.301319,52
0101121B,2023-07-07 21:00,553.676,2.038,32434.52,33825.94,968.154,37.803,26.842,489.184,1.501,1.3783509,50
0101121E,2023-07-07 21:00,527.114,1.74,32843.1,34379.12,968.232,37.546,26.927,489.184,1.501,1.3757434,50
1011222,2023-07-07 21:00,482.842,1.775,33572.38,34303.62,968.404,37.923,26.792,489.184,1.501,1.3784304,50
0101121B,2023-07-07 22:00,581.562,2.053,32281.849,34026.604,968.168,42.31,25.119,515.865,1.507,1.3935854,53
0101121E,2023-07-07 22:00,553.347,1.754,32617.887,34557.566,968.247,42.054,25.187,515.865,1.507,1.3907206,53
1011222,2023-07-07 22:00,507.206,1.785,33362.604,34528.491,968.364,42.433,25.072,515.865,1.507,1.3935058,53
0101121B,2023-07-07 23:00,598.273,2.098,32134.941,34011.706,968.449,45.043,24.454,526.833,1.527,1.4258973,51
0101121E,2023-07-07 23:00,568.786,1.793,32450,34537,968.524,44.72,24.509,526.833,1.527,1.4202488,51
1011222,2023-07-07 23:00,521.237,1.826,33204.176,34522.667,968.712,45.089,24.399,526.833,1.527,1.4222723,51
0101121B,2023-07-08,532.337,2.061,33129.519,34093.135,968.896,44.091,24.497,464.261,1.453,1.3971298,52
0101121E,2023-07-08,505.158,1.757,33486.942,34644.712,969.029,43.902,24.426,464.261,1.453,1.3848492,52
1011222,2023-07-08,460.023,1.794,34276.731,34611.077,969.144,44.275,24.354,464.261,1.453,1.3906097,52
0101121B,2023-07-08 01:00,533.542,2.294,33240.018,33663.055,968.9,52.38,23.653,460.702,1.681,1.5777979,55
0101121E,2023-07-08 01:00,507.8,1.969,33525.164,34178.764,969.031,52.277,23.658,460.702,1.681,1.5749876,55
1011222,2023-07-08 01:00,462.095,2.006,34334.836,34184.018,969.118,52.627,23.543,460.702,1.681,1.5744978,55
0101121B,2023-07-08 02:00,548.66,2.392,33116.491,33542.717,968.955,57.156,22.906,470.897,1.75,1.6476224,53
0101121E,2023-07-08 02:00,522.149,2.054,33356.151,34046.151,969.094,56.878,22.977,470.897,1.75,1.6463679,53
1011222,2023-07-08 02:00,475.36,2.096,34179.358,34062.491,969.17,57.274,22.837,470.897,1.75,1.6437696,53
0101121B,2023-07-08 03:00,543.412,2.473,33234.192,33396.865,970.044,59.875,22.671,462.666,1.807,1.6994228,52
0101121E,2023-07-08 03:00,517.296,2.126,33468.038,33898.269,970.173,59.672,22.69,462.666,1.807,1.6953949,52
1011222,2023-07-08 03:00,470.154,2.168,34302.558,33923.308,970.208,60.093,22.582,462.666,1.807,1.6960912,52
0101121B,2023-07-08 04:00,531.819,2.414,33505.288,33604.808,970.298,60.39,22.104,451.254,1.748,1.6559497,52
0101121E,2023-07-08 04:00,506.733,2.073,33710.404,34102.981,970.442,60.26,22.085,451.254,1.748,1.6503276,52
1011222,2023-07-08 04:00,459.769,2.115,34563.538,34145.327,970.417,60.69,21.974,451.254,1.748,1.6509179,52
0101121B,2023-07-08 05:00,522.498,2.427,33723.167,33627.093,971.517,62.372,21.64,436.41,1.734,1.6602584,54
0101121E,2023-07-08 05:00,497.815,2.087,33910.185,34118.5,971.672,62.423,21.605,436.41,1.734,1.6577521,54
1011222,2023-07-08 05:00,451.08,2.131,34776.463,34168.87,971.706,62.772,21.501,436.41,1.734,1.6563742,54
0101121B,2023-07-08 06:00,513.13,2.473,33564.537,33263.037,972.146,56.488,23.676,427.392,1.705,1.6951578,54
0101121E,2023-07-08 06:00,486.172,2.132,33904.296,33784.222,972.356,56.502,23.556,427.392,1.705,1.6832944,54
1011222,2023-07-08 06:00,439.461,2.185,34764.796,33760.574,972.35,56.946,23.447,427.392,1.705,1.6852621,54
0101121B,2023-07-08 07:00,506.312,2.385,33337.288,33180.404,971.985,47.143,25.837,423.015,1.631,1.6139368,52
0101121E,2023-07-08 07:00,477.465,2.05,33816.25,33742.038,972.204,47.054,25.716,423.015,1.631,1.5989666,52
1011222,2023-07-08 07:00,432.031,2.113,34640.538,33635.808,972.179,47.429,25.599,423.015,1.631,1.6007121,52
0101121B,2023-07-08 08:00,505.081,2.363,33106.293,33015.776,971.255,42.144,27.388,421.15,1.621,1.5794637,58
0101121E,2023-07-08 08:00,474.398,2.039,33723.655,33619.379,971.464,42.597,26.947,421.15,1.621,1.5555281,58
1011222,2023-07-08 08:00,429.055,2.104,34496.034,33432.466,971.429,42.505,27.161,421.15,1.621,1.571798,58
0101121B,2023-07-08 09:00,500.595,2.379,32379.018,32326.564,970.845,31.431,32.198,417.783,1.599,1.548491,55
0101121E,2023-07-08 09:00,468.091,2.041,33216.145,33017.2,971.093,31.594,31.873,417.783,1.599,1.5274653,55
1011222,2023-07-08 09:00,425.46,2.138,33932.345,32707.055,971.084,31.845,31.838,417.783,1.599,1.5368676,55
0101121B,2023-07-08 10:00,494.132,2.257,32121.232,32283.5,970.9,25.988,34.319,416.848,1.505,1.4496684,56
0101121E,2023-07-08 10:00,463.984,1.921,32979.036,33002.143,971.125,25.892,34.197,416.848,1.505,1.4343111,56
1011222,2023-07-08 10:00,424.03,2.03,33675.446,32665.571,971.129,26.424,33.852,416.848,1.505,1.435852,56
0101121B,2023-07-08 11:00,495.539,2.435,32350.375,32130.982,970.92,31.168,32.845,419.424,1.693,1.5995838,56
0101121E,2023-07-08 11:00,465.793,2.094,33136.054,32785.786,971.079,31.037,32.798,419.424,1.693,1.5887945,56
1011222,2023-07-08 11:00,425.42,2.191,33844.286,32500.732,971.091,31.613,32.486,419.424,1.693,1.5900615,56
0101121B,2023-07-08 12:00,502.444,2.606,31650.561,31322.965,970.709,26.7,36.31,419.401,1.726,1.6542814,57
0101121E,2023-07-08 12:00,468.747,2.237,32620.632,32048.228,970.904,26.564,36.225,419.401,1.726,1.6379953,57
1011222,2023-07-08 12:00,428.791,2.378,33278.07,31644.596,970.921,26.99,35.978,419.401,1.726,1.6419871,57
0101121B,2023-07-08 13:00,502.74,2.593,30988.175,30828.579,970.332,20.56,40.114,418.778,1.691,1.5716179,57
0101121E,2023-07-08 13:00,468.663,2.209,32115.982,31664.368,970.521,20.659,39.822,418.778,1.691,1.5551554,57
1011222,2023-07-08 13:00,430.8,2.385,32709.702,31164.491,970.56,21.114,39.553,418.778,1.691,1.566322,57
0101121B,2023-07-08 14:00,502.132,2.319,30840.547,31199.434,970.042,17.008,41.014,421.689,1.485,1.3680538,53
0101121E,2023-07-08 14:00,468.909,1.945,32001.038,32114.377,970.179,17.324,40.589,421.689,1.485,1.3622603,53
1011222,2023-07-08 14:00,432.198,2.108,32588.132,31621.189,970.287,17.823,40.195,421.689,1.485,1.3721449,53
0101121B,2023-07-08 15:00,497.604,2.074,30939.611,31680.148,969.772,15.166,40.831,420.939,1.315,1.2065617,54
0101121E,2023-07-08 15:00,466.144,1.725,32092.981,32630.37,969.883,15.609,40.263,420.939,1.315,1.2047575,54
1011222,2023-07-08 15:00,429.402,1.86,32678.259,32155.889,970.03,16.08,39.925,420.939,1.315,1.2187579,54
0101121B,2023-07-08 16:00,486.002,2.003,31576.321,32224.518,969.63,18.203,38.206,421.314,1.334,1.2547164,56
0101121E,2023-07-08 16:00,460.964,1.678,32487.482,33036.179,969.709,18.194,38.109,421.314,1.334,1.2479519,56
1011222,2023-07-08 16:00,425.245,1.798,33069.589,32598.857,969.879,18.569,37.826,421.314,1.334,1.2542966,56
0101121B,2023-07-08 17:00,484.256,2.076,32042.62,32455.44,969.64,22.414,35.682,421.755,1.438,1.3474228,50
0101121E,2023-07-08 17:00,460.434,1.756,32825.76,33178.46,969.688,22.19,35.761,421.755,1.438,1.3396376,50
1011222,2023-07-08 17:00,423.484,1.852,33440.22,32819.66,969.862,22.545,35.539,421.755,1.438,1.3442636,50
0101121B,2023-07-08 18:00,489.965,2.162,32420.055,32669.982,969.878,27.872,32.959,427.356,1.545,1.4407893,55
0101121E,2023-07-08 18:00,466.658,1.85,33092.655,33315.618,969.929,27.649,33.017,427.356,1.545,1.433828,55
1011222,2023-07-08 18:00,427.495,1.916,33754.473,33062.145,970.115,27.994,32.851,427.356,1.545,1.4380691,55
0101121B,2023-07-08 19:00,513.477,2.259,32491.509,32838.755,970.434,34.437,30.328,447.761,1.665,1.5316595,53
0101121E,2023-07-08 19:00,488.862,1.942,33054.453,33428.623,970.511,34.222,30.419,447.761,1.665,1.5299751,53
1011222,2023-07-08 19:00,447.821,1.999,33743.283,33241.019,970.679,34.618,30.264,447.761,1.665,1.5336202,53
0101121B,2023-07-08 20:00,540.145,2.326,32428.491,32993.036,971.031,40.485,28.184,469.919,1.717,1.5922906,55
0101121E,2023-07-08 20:00,513.996,2.005,32902.455,33548.818,971.124,40.237,28.256,469.919,1.717,1.5890246,55
1011222,2023-07-08 20:00,470.609,2.051,33620.273,33428.582,971.249,40.599,28.116,469.919,1.717,1.5900752,55
0101121B,2023-07-08 21:00,573.892,2.383,32230.096,33133.404,971.387,46.788,26.209,502.353,1.819,1.6375889,52
0101121E,2023-07-08 21:00,546.808,2.059,32602.596,33652.596,971.519,46.61,26.282,502.353,1.819,1.6381027,52
1011222,2023-07-08 21:00,501.227,2.095,33336.058,33598.615,971.615,46.975,26.147,502.353,1.819,1.6376601,52
0101121B,2023-07-08 22:00,585.566,2.414,32238.151,33225.472,971.547,50.967,25.015,512.535,1.807,1.6630528,53
0101121E,2023-07-08 22:00,558.304,2.081,32552.679,33741.585,971.672,50.67,25.074,512.535,1.807,1.658877,53
1011222,2023-07-08 22:00,511.338,2.122,33306.679,33705.057,971.747,51.143,24.95,512.535,1.807,1.6619779,53
0101121B,2023-07-08 23:00,614.782,2.404,32000.382,33408.491,971.7,54.549,23.753,537.858,1.81,1.6496859,55
0101121E,2023-07-08 23:00,586.911,2.07,32244.345,33909.891,971.8,54.319,23.817,537.858,1.81,1.6488312,55
1011222,2023-07-08 23:00,537.553,2.102,33013.818,33928.327,971.864,54.485,23.704,537.858,1.81,1.6426763,55
0101121B,2023-07-09,645.736,2.415,31708.245,33516.094,971.675,57.981,22.747,560.631,1.795,1.6506299,53
0101121E,2023-07-09,616.023,2.076,31908.736,34011.792,971.826,57.767,22.805,560.631,1.795,1.6500947,53
1011222,2023-07-09,565.209,2.11,32678.698,34048.698,971.862,57.945,22.704,560.631,1.795,1.6449591,53
0101121B,2023-07-09 01:00,620.237,2.36,32175.679,33730.839,971.87,59.045,22.018,534.352,1.714,1.6079087,56
0101121E,2023-07-09 01:00,591.132,2.019,32355.625,34236.411,972.03,58.704,22.085,534.352,1.714,1.6049215,56
1011222,2023-07-09 01:00,540.771,2.06,33158.929,34280.125,972.043,59.042,21.953,534.352,1.714,1.601155,56
0101121B,2023-07-09 02:00,619.602,2.346,32285.362,33857.069,972.014,61.084,21.279,529.682,1.704,1.5894825,58
0101121E,2023-07-09 02:00,590.671,2.004,32429.431,34357.776,972.157,60.845,21.35,529.682,1.704,1.5898535,58
1011222,2023-07-09 02:00,539.912,2.048,33248.793,34413.759,972.117,61.125,21.219,529.682,1.704,1.584523,58
0101121B,2023-07-09 03:00,636.138,2.318,32143.154,34008.865,972.279,62.655,20.593,545.189,1.673,1.5627039,52
0101121E,2023-07-09 03:00,606.504,1.976,32253.558,34505.442,972.46,62.426,20.675,545.189,1.673,1.5646009,52
1011222,2023-07-09 03:00,554.752,2.023,33078.135,34577.654,972.423,62.703,20.521,545.189,1.673,1.556818,52
0101121B,2023-07-09 04:00,635.954,2.353,32095.846,33878.962,972.527,62.348,20.953,545.311,1.666,1.5891753,52
0101121E,2023-07-09 04:00,605.338,2.004,32241.25,34394.5,972.733,62.092,20.989,545.311,1.666,1.5859119,52
1011222,2023-07-09 04:00,553.215,2.052,33067.635,34451.75,972.654,62.428,20.864,545.311,1.666,1.5824894,52
0101121B,2023-07-09 05:00,608.406,2.44,32026.686,33268.373,972.578,53.501,24.19,520.156,1.68,1.6572405,51
0101121E,2023-07-09 05:00,576.229,2.085,32378.824,33840.255,972.831,53.588,24.078,520.156,1.68,1.6484423,51
1011222,2023-07-09 05:00,525.867,2.146,33171.353,33774.882,972.745,54.033,24.001,520.156,1.68,1.6546091,51
0101121B,2023-07-09 06:00,580.229,2.487,31924.636,32729.945,972.493,44.141,27.566,493.727,1.693,1.6676256,55
0101121E,2023-07-09 06:00,544.675,2.124,32492.764,33345.418,972.713,43.911,27.532,493.727,1.693,1.6555551,55
1011222,2023-07-09 06:00,497.771,2.213,33231.927,33138.127,972.685,44.119,27.463,493.727,1.693,1.6563131,55
0101121B,2023-07-09 07:00,540.693,2.477,31790.167,32147.241,972.18,32.796,32.049,453.051,1.649,1.604501,54
0101121E,2023-07-09 07:00,504.859,2.136,32614.926,32806.685,972.398,32.848,31.795,453.051,1.649,1.5838317,54
1011222,2023-07-09 07:00,460.422,2.239,33293.352,32470.889,972.369,32.846,31.914,453.051,1.649,1.5944622,54
0101121B,2023-07-09 08:00,531.604,2.619,31158.135,31255.981,971.856,26.06,36.622,443.881,1.704,1.6435773,52
0101121E,2023-07-09 08:00,495.733,2.255,32133.692,31971.481,972.133,25.869,36.551,443.881,1.704,1.6246772,52
1011222,2023-07-09 08:00,454.463,2.399,32752.519,31534.192,972.094,26.024,36.487,443.881,1.704,1.6288736,52
0101121B,2023-07-09 09:00,524.815,2.698,30477.473,30494.655,971.836,20.057,41.179,436.615,1.735,1.6170363,55
0101121E,2023-07-09 09:00,489.787,2.306,31570.418,31289.691,972.024,19.715,41.24,436.615,1.735,1.5944416,55
1011222,2023-07-09 09:00,451.889,2.501,32120.6,30753.618,972.053,19.933,41.053,436.615,1.735,1.5960598,55
0101121B,2023-07-09 10:00,518.955,2.617,30211.604,30344.132,971.536,16.834,43.215,430.533,1.647,1.5132022,53
0101121E,2023-07-09 10:00,483.836,2.221,31385.302,31204.358,971.721,16.634,43.166,430.533,1.647,1.4914284,53
1011222,2023-07-09 10:00,447.838,2.435,31874.132,30601.321,971.792,16.8,43.115,430.533,1.647,1.5015921,53
0101121B,2023-07-09 11:00,517.657,2.482,29879.69,30281.31,971.133,13.747,45.234,429.013,1.544,1.374732,58
0101121E,2023-07-09 11:00,482.981,2.089,31088.931,31183.914,971.257,13.516,45.257,429.013,1.544,1.3530087,58
1011222,2023-07-09 11:00,448.974,2.322,31556.776,30545,971.355,13.792,45.039,429.013,1.544,1.3652276,58
0101121B,2023-07-09 12:00,516.249,2.309,29662.019,30365.943,970.83,11.476,46.602,428.378,1.423,1.2288744,53
0101121E,2023-07-09 12:00,482.262,1.927,30916.962,31331.132,970.938,11.374,46.476,428.378,1.423,1.2098111,53
1011222,2023-07-09 12:00,449.425,2.164,31372.34,30661.811,971.104,11.693,46.168,428.378,1.423,1.2246152,53
0101121B,2023-07-09 13:00,512.164,2.086,29469.804,30538.929,970.395,9.008,48.041,425.633,1.259,1.0391285,56
0101121E,2023-07-09 13:00,478.495,1.722,30802.589,31591.893,970.445,9.116,47.62,425.633,1.259,1.0295162,56
1011222,2023-07-09 13:00,447.298,1.952,31220.911,30885.107,970.673,9.387,47.349,425.633,1.259,1.0455983,56
0101121B,2023-07-09 14:00,503.491,1.925,29870.333,31094.519,969.83,9.299,46.454,425.173,1.193,0.9900286,54
0101121E,2023-07-09 14:00,471.817,1.58,31158.407,32140.407,969.854,9.52,45.961,425.173,1.193,0.9881925,54
1011222,2023-07-09 14:00,440.574,1.768,31598.315,31495.852,970.111,9.822,45.663,425.173,1.193,1.004068,54
0101121B,2023-07-09 15:00,499.87,1.864,30057.679,31330.415,969.404,9.482,45.678,423.891,1.143,0.9714589,53
0101121E,2023-07-09 15:00,468.881,1.528,31334.472,32378.66,969.438,9.783,45.099,423.891,1.143,0.9730558,53
